,Address,Cusines,Restaurant,Latitude,Longitude,Clusters
368,1000 East Coast Parkway#01-03Singapore (449876),Cafe,East Coast Commune,1.301317,103.9129037,23
369,"3 River Valley Road#01-16Clarke Quay, Block B Singapore (179021)",Chinese,East Treasure Chinese Restaurant,1.2910625,103.8456521,24
370,12 Alexandra View#01-02/03/04Singapore (158736),"Bar, Modern European, German, Cafe, BBQ, Russian, Vegetarian",Eat Cetera,1.2900367,103.8169318,27
371,1 Stadium Place#01-35Kallang Wave Mall Singapore (397628),Chinese,Eat@Taipei (Kallang Wave Mall),1.3032243,103.8728714,37
372,60 Paya Lebar Road#B1-15Paya Lebar Square Singapore (409051),"Steakhouse, Halal Certified",Eatzi Gourmet Bistro (Paya Lebar Square),1.3191725,103.8925563,42
373,60 Yishun Ave 4#01-V2SAFRA Yishun Singapore (769027),"Steakhouse, Halal Certified",Eatzi Gourmet Bistro (SAFRA Yishun),1.4245235,103.8408313,5
374,7 Raffles Boulevard Level 3Pan Pacific Singapore Singapore (039595),"Buffet, International, Seafood, Local, Peranakan",Edge,1.2924176,103.8585852,12
375,282A South Bridge Road Singapore (058831),"Chinese, Malaysian, Local, Vegetarian",Eight Treasures Vegetarian Restaurant,1.2815386,103.8447177,4
376,30 Victoria Street#01-20CHIJMES Singapore (187996),"Bar, Seafood, Steakhouse, South American, Vegetarian Friendly, Mexican",El Mero Mero,1.2949166,103.8524109,16
377,13 Stamford Road Arcade @ The Capitol Kempinski Singapore (178906),Spanish,El Teatro Tapas,1.293891,103.8513613,16
378,83 Club Street Singapore (069451),"Bar, Vegetarian Friendly, Pizza, Burgers",Elbow Room by Drinks & Co,1.2817521,103.8457289,4
379,1 Maritime Square#02-85Harbour Front Centre Singapore (099255),"Chinese, Vegetarian Friendly",Elemen @ HarbourFront Centre,1.2643389,103.8201453,40
380,9 Raffles Boulevard Millenia Walk Singapore (039596),"Chinese, Vegetarian Friendly",Elemen @ Millenia Walk,1.2928181,103.8598344,12
381,10 Paya Lebar Road#03-13Paya Lebar Quarter Singapore (409057),Vegetarian,Elemen @ Paya Lebar Quarter,1.316608,103.8924804,42
382,165 Tanjong Pagar Road#01-00Amara Hotel Singapore (088539),"International, Seafood",Element Restaurant,1.2747537,103.8435337,31
383,112 Amoy Street Singapore (069932),"American, Bar",Employees Only Singapore,1.2820529,103.8476758,4
384,1 Empress Place#01-03Asian Civilisations Museum Singapore (179555),"Chinese, Dim Sum",EMPRESS,1.2873802,103.8512492,24
385,70 Jellicoe Road#04-01Singapore (208767),"Fusion, International, Burgers",Enchanted Garden,1.3077922,103.8625335,8
386,28 Mohamed Sultan Road Singapore (238972),British,The English House by Marco Pierre White,1.2931036,103.8413303,34
387,383 Jalan Besar Road Kam Leng Hotel Singapore (209001),"Chinese, Local, Peranakan, Zi Char",Enjoy Eating House and Bar @ Jalan Besar,1.3131786,103.8596715,8
388,30 Stevens Road#01-07Mercure on Stevens Singapore (257840),"Bar, Local, Zi Char",Enjoy Eating House and Bar @ Stevens,1.3137963,103.8287675,44
389,47 Neil Road Singapore (028887),"Fusion, Southeast Asian, Modern Asian",Epiphyte,1.279713,103.84271,31
390,8A Marina Boulevard#01-01Ground Plaza Singapore (018984),"Bar, Italian, Seafood, Vegetarian Friendly, Cafe",Erwin's Gastrobar,1.2797178,103.8544526,49
391,1 Farrer Park Station Rd Singapore (217562),"American, Bar",ESCAPE,1.3127619,103.8545562,8
392,16 Jiak Chuan Road Singapore (089267),"Modern European, Spanish",Esquina,1.2798722,103.8420751,31
393,49/50 Duxton Road Singapore (089513),"Italian, Vegetarian Friendly, Pizza",Etna Italian Restaurant (Duxton),1.2783225,103.8433345,31
394,110 Upper East Coast Road Singapore (455298),"Italian, Vegetarian Friendly, Pizza",Etna Italian Restaurant (Upp East Coast),1.31329,103.928821,6
395,76 Tras Street Singapore (079015),"Modern European, French",Euphoria,1.2774708,103.8441306,31
396,8 Marina View#01-04Asia Square Singapore (018960),"Bar, Italian, Pizza",Extra Virgin Pizza (Asia Square),1.2792279,103.8513981,49
397,54 Sembawang Road Singapore (779085),"Chinese, Southeast Asian",Famous Kitchen,1.4027461,103.8181274,39
398,13 Stamford Road#02-28Capitol Singapore Singapore (178905),"Chinese, Local",Famous Treasure,1.2931642,103.8511386,16
399,24 Greenwood Avenue Singapore (289221),"Thai, French",Farangse,1.3314723,103.8066564,30
400,1 Orchard Blvd#01-01Camden Medical Centre Singapore (248649),"Bar, Japanese, Steakhouse",Fat Cow,1.3031723,103.823822,44
401,48 Peck Seah Street Singapore (079317),"Middle Eastern, Vegetarian Friendly, Turkish",Fat Prince,1.2779306,103.844885,31
402,29 Lorong Mambong Holland Road Singapore (277689),"American, Burgers",Fatboy's The Burger Bar (Holland Village),1.312156,103.7941994,9
403,922 Yishun Ave 2#01-150Northpoint Singapore (769095),"American, Burgers",FATBOY'S The Burger Bar (Northpoint),1.4277137,103.8367706,5
404,26 Sentosa Gateway#B1M-125/126/127Resorts World Sentosa Singapore (098138),"Chinese, Dim Sum",Feng Shui Inn,1.255179,103.8218107,14
405,23 Lorong Mambong Singapore (277682),"Bar, International, Vegetarian Friendly",The Fine Line,1.3114454,103.7946057,9
406,2 Orchard Turn#55-01 ION Orchard Singapore (238801),"Bar, South American, BBQ",FIRE @ 1-ATICO,1.3039288,103.8319512,11
407,32 Beach Road The NCO Club Singapore (189764),"Bar, French, Seafood",Fish Pool,1.2940932,103.8550067,16
408,97 Hougang Avenue 8Punggol Park Singapore (538792),"Bar, Modern Asian",Five &2,1.3750035,103.8983496,33
409,39 Tanjong Pagar Road Singapore (088462),"Fusion, Cafe",Five Oars Coffee Roasters,1.2790527,103.8439926,31
410,73 Upper Paya Lebar Road Level 1Centro Bianco Building Singapore (534818),"Seafood, Halal Certified, Steamboat",Flame Cafe,1.3367901,103.8871511,2
411,64 Tras Street Singapore (079003),"French, Vegetarian Friendly",Fleur de Sel Le Restaurant,1.277807,103.8441943,31
412,2 Orchard Turn#55-01 ION Orchard Singapore (238801),"Bar, South American, BBQ",FLNT @ 1-ATICO,1.3039288,103.8319512,11
413,93 Stamford Road#01-02The National Museum of Singapore Singapore (178897),Modern European,FLUTES Restaurant,1.2966147,103.8485095,45
414,67 Bussorah Street Singapore (199480),"Indian, Vegetarian Friendly",Flying Monkey,1.300837,103.860084,8
415,310 Lavender Street Singapore (338815),"Chinese, Fusion, Vegetarian Friendly, Local, Vegetarian",Fo You Yuan Vegetarian Restaurant 佛有缘素食馆,1.3153248,103.8596181,8
416,40 Hong Kong Street Singapore (059679),Spanish,FOC Restaurant,1.2873338,103.8475084,24
417,110 Tanjong Beach Walk Singapore (098943),Spanish,FOC Sentosa - Restaurant,1.2467881,103.8249765,14
418,700 Beach Road Level 2Destination Singapore Beach Road Singapore (199598),"Malaysian, Fusion, Local, Southeast Asian, Peranakan, Modern Asian",Folklore,1.302438,103.864109,8
419,8 Shenton Way01-15/18/23AXA Tower Singapore (068811),Thai,Folks Collective - The Eclectic Emporium (AXA Tower),1.2761294,103.8474403,31
420,20 Cross Street#01-25China Square Central Singapore (048422),Thai,Folks Collective - The Vintage Shope (China Square),1.2839206,103.8475743,4
421,392 Havelock Road Grand Copthorne Waterfront Hotel Singapore (169663),"American, Buffet, Chinese, Japanese, Indian, International, Seafood, Local, Southeast Asian",Food Capital,1.2900873,103.8353025,0
422,28 Stevens Road Novotel Singapore on Stevens Singapore (257878),"Indian, Thai, International, Seafood, Vegetarian Friendly, Local, Southeast Asian",Food Exchange,1.3137963,103.8287675,44
423,111 Killiney Road Singapore (239553),Chinese,FOOK KIN,1.2980251,103.838852,38
424,16 Sentosa Gateway#01-521/522Resorts Word Sentosa Singapore (098133),Chinese,Forest 森,1.255179,103.8218107,14
425,200 Turf Club Road#01-16The Grandstand Singapore (287994),"Bar, Fusion",Foresta Restaurant & Bar,1.3380084,103.7934418,17
426,11 Bussorah Street Singapore (199432),"Chinese, Fusion, Local, Southeast Asian",The Fortune Cookie,1.3011547,103.8602386,8
427,"382 Havelock Road Four Points by Sheraton Singapore, Riverview Singapore (169629)","Buffet, International, Seafood, Local",Four Points Eatery,1.289185,103.8366479,0
428,78 Airport Boulevard#B2-227/228Jewel Changi Airport Singapore (819666),"Chinese, Fusion, Seafood, Vegetarian Friendly, Local, Steamboat, Zi Char",Four Seasons Restaurant,1.3602082,103.9897593,21
429,26 Sentosa Gateway#02-145Resorts World Sentosa Singapore (098138),"Italian, Pizza",Fratelli,1.255179,103.8218107,14
430,26 Sentosa Gateway#02-144Resorts World Sentosa Singapore (098138),Italian,Fratelli Trattoria,1.255179,103.8218107,14
431,21A Boon Tat Street Singapore (069620),"Bar, Fusion, Vegetarian Friendly",Freehouse,1.281301,103.848486,4
432,3E River Valley Road#01-05Singapore (179024),"Australian, Seafood, Southeast Asian",Fremantle Seafood Market,1.295877,103.8397203,38
433,2 Teck Lim Road Singapore (088380),"Bar, French",Frenchie Wine Bar,1.2801796,103.8420826,31
434,15 Stamford Road Arcade @ The Capitol Kempinski Singapore (178906),German,Frieda (The Capitol Kempinski Hotel Singapore),1.293891,103.8513613,16
435,431 Sembawang Road#01-11Singapore (758396),"Bar, Buffet, Korean, BBQ",Friends Tasty Korea,1.4280836,103.8265395,5
436,5 Mosque Street Singapore (059485),"Chinese, Steamboat",Frog Meat Fish Head 美蛙鱼头,1.284032,103.844054,4
437,127 Telok Ayer Street Singapore (068596),"Chinese, Spanish, Local",Fu Lin Bar & Kitchen,1.2811178,103.8479356,4
438,438B Alexandra Road01-01Alexandra Technopark Block B Singapore (119968),"American, Bar, Spanish",Fuego Bar & Kitchen,1.277416,103.7994388,27
439,51 Jalan Sultan Singapore (198975),"Bar, Japanese, BBQ",Fukusen Izakaya,1.3024337,103.8615408,8
440,243 Holland Avenue Singapore (278977),"Bar, Chinese, Fusion",Full of Luck Restaurant,1.311079,103.795575,9
441,"19 Boon Tat Street,Singapore (069619)","Modern European, Steakhouse",fȳr,1.2813737,103.8484499,4
442,163 Geylang Road Singapore (389240),"Chinese, Seafood, Zi Char",G7 Sin Ma Live Seafood and Frog Porridge,1.3115711,103.8745506,37
443,3B River Valley Road#01-14Singapore (179021),"Bar, Indian, Vegetarian Friendly",Gabbar Bistro & Bar,1.2958738,103.8396851,38
444,16 Stanley Street Singapore (068735),Spanish,Gaig,1.280476,103.84807,4
445,1 St Andrew's Road #01/12/13/14 & 17City Hall Wing National Gallery Singapore Singapore (178957),Cafe,The Gallery Bistro,1.2902217,103.8515167,24
446,10 Raeburn Park#01-28Singapore (088702),"American, Japanese, British",The Garden Kitchen,1.2740256,103.8334078,31
447,30 Allanbrooke Road Singapore (099983),"International, Vegetarian Friendly",The Garden,1.2479722,103.8274872,14
448,36 Purvis Street#01-02Singapore (188613),Italian,Garibaldi Italian Restaurant & Bar,1.2964499,103.8549138,16
449,25 Keong Saik Road Singapore (089132),French,Gaston,1.279837,103.84145,31
450,34/36 Tras Street Singapore (078975),"Italian, Seafood",Gattopardo Ristorante di Mare,1.2784339,103.8443601,31
451,165 Telok Ayer Singapore (068617),Modern European,GaZette,1.2802071,103.847481,4
452,10 Ann Siang Hill Singapore (069789),"Local, Southeast Asian, Burgers",Gem Bar,1.2813581,103.8454135,4
453,7-13 Amoy Street#01-01Far East Square Singapore (049949),"Cafe, Pizza, Burgers",Genius Central Singapore,1.282888,103.848436,4
454,81 Boat Quay Singapore (049869),"Bar, Chinese, Local",George Town Tze Char & Craft Beer,1.2884155,103.8492835,24
455,133 Pasir Ris Road Carpark E Singapore (519149),"American, Bar, Seafood, Vegetarian Friendly, Local, Cafe",Georges @ The Cove,1.3843563,103.9426012,47
456,1010 East Coast Parkway Carpark C3Singapore (449892),"American, Bar, Seafood, Vegetarian Friendly, Cafe",Georges Beach Club,1.3014279,103.9148718,23
457,500 New Punggol Road#02-12Singapore (828617),"American, Bar, Seafood",Georges By The Bay,1.4208268,103.9123599,1
458,18/20 Bukit Pasoh Road Singapore (089832),"Bar, Seafood",Gibson,1.279116,103.8409437,31
459,1 Raffles Place#04-29One Raffles Place Singapore (048616),"Thai, Fusion, Local",Gin Khao (One Raffles Place),1.284177,103.851063,49
460,1/A Tampines Street 92#01-K2Singapore (528882),"Chinese, Thai",Gin Khao (SAFRA Tampines),1.3446019,103.9416649,15
461,"31 Ocean Way,#01-12Quayside Isle Singapore (098375)",Thai,Gin Khao Bistro (Sentosa Cove),1.2476808,103.8420723,29
462,200 Middle Road Singapore (188980),"Bar, French, Cafe",Ginett Restaurant & Wine Bar,1.3008771,103.8515427,45
463,7500 Beach Road PARKROYAL on Beach Road Singapore (199591),"Buffet, International, Local, Southeast Asian",Ginger,1.3001787,103.8604032,8
464,No.5 Mohamed Sultan Road#01-01Singapore (239014),Japanese,Ginza Shinto,1.2939596,103.8419325,34
465,107 North Bridge Road#04-07Funan Mall Singapore (179105),"Fusion, Peranakan, Modern Asian",Godmama,1.291321,103.8500832,24
466,33 Mohamed Sultan Road#01-01/02Singapore (238977),Japanese,Goku Japanese Restaurant,1.2923785,103.8408052,34
467,2 Temasek Boulevard Conrad Centennial Hotel Singapore (038982),Chinese,Golden Peony,1.2932404,103.8587623,12
468,86 East Coast Road#01-02Katong Square Singapore (428788),"Chinese, Local, Vegetarian",Goldleaf Restaurant (Katong),1.3047255,103.9046894,23
469,7 Fraser Street#01-59/60Duo Galleria Singapore (189356),"Bar, Modern European, Fusion, International, Steakhouse, Pizza",The Gong by Drinks&Co.,1.2992641,103.8579913,16
470,5 Bishan Street 14#03-01Bishan Sports Hall Singapore (579783),"American, Fusion, Vegetarian Friendly, Cafe",Good Bites,1.3552778,103.8508333,10
471,889 East Coast Road Singapore (459092),"Local, Peranakan",Good Time Eat Drink,1.312892,103.9239769,6
472,43 Holland Drive#01-49Singapore (270043),Japanese,Goro Japanese Cuisine,1.3072044,103.7930683,9
473,1 Fullerton Square Lobby - Level 1South Courtyard The Fullerton Hotel Singapore Singapore (049178),"Bar, Local, Burgers",Grand Cru at South Courtyard,1.2863532,103.8530671,49
474,12 Kallang Avenue#02-07/08Aperia Mall Singapore (339511),"Bar, Japanese, Seafood, Vegetarian Friendly, Cafe",Grand jeté izakaya,1.3100591,103.8643756,8
475,1 Beach Road Raffles Singapore Singapore (189673),British,The Grand Lobby (Raffles Hotel),1.2948829,103.8544791,16
476,60 Albert Street Level 2Singapore (189969),"Chinese, Local, Zi Char",Granny’s Secret,1.3024158,103.8539626,45
477,393 Guillemard Road Singapore (399790),"American, Italian, Burgers",Grapevine @ Guillemard,1.3119868,103.8883456,42
478,787 Upper Serangoon Road Singapore (534654),"Bar, Italian, Pizza, Burgers",Grapevine Bar & Restaurant,1.355462,103.8793532,36
479,1 Hoe Chiang Road Singapore (089310),"Indian, Vegetarian Friendly, Cafe",Gravy Restaurant & Bar,1.2740918,103.8426845,31
480,430 Upper Changi Road#01-06East Village Singapore (487048),"Thai, Halal Certified",GREAThai (East Village),1.3318464,103.9463496,46
481,30 Tuas Bay Drive Singapore (637548),"American, Bar, Japanese, Italian, Vegetarian Friendly",Greenhouse Cafe,1.3152309,103.6327094,18
482,31 Ocean Way#01-02Quayside Isle Singapore (098375),"Chinese, Japanese, Seafood",Greenwood Fish Market @ Asian Cuisine,1.24805,103.8415831,29
483,34 & 38 Greenwood Avenue Singapore (289236),Seafood,Greenwood Fish Market @ Bukit Timah,1.3318927,103.8062581,30
484,31 Ocean Way#01-04/05Quayside Isle @ Sentosa Cove Singapore (098375),Seafood,Greenwood Fish Market @ Quayside Isle,1.2477209,103.8419157,29
485,200 South Bridge Road Singapore (058749),Cafe,Grids & Circles,1.2836154,103.8458592,4
486,142 Arab Street Singapore (199828),"American, Fusion, Seafood, Steakhouse, Vegetarian Friendly, Halal Certified, Cafe, Pizza, BBQ",Grill Ninety Nine,1.3026001,103.8580683,8
487,392 Havelock Road Grand Copthorne Waterfront Hotel Singapore (169663),"Italian, Vegetarian Friendly",Grissini,1.2900873,103.8353025,0
488,181 South Bridge Road#01-05 & #K1-04Singapore (058743),"American, Australian, All-Day Breakfast, Vegetarian Friendly",Group Therapy Coffee (Cross Street Exchange),1.2838372,103.8470596,4
489,510 Ang Mo Kio Avenue 1 (Bishan Park 1)Singapore 569983,"American, All-Day Breakfast, Cafe, Burgers",GRUB (Bishan Park),1.3649722,103.8358919,32
490,216 Ang Mo Kio Avenue 4#01-03Kebun Baru Community Centre Singapore (569897),"American, All-Day Breakfast, Burgers",The Grumpy Bear @ Ang Mo Kio,1.3730489,103.8375807,32
491,1 Jalan Anak Bukit#02-01B Bukit Timah Plaza Singapore (588996),"American, Local, Cafe",The Grumpy Bear @ Bukit Timah,1.3386346,103.7785322,17
492,333 Boon Lay Way#2B-02 SAFRA Jurong Singapore (649848),"Cafe, Dessert Only",The Grumpy Bear @ Safra Jurong,1.335065,103.7062804,28
493,301 Upper Thomson Road#02-10Thomson Plaza Singapore (574408),"Fusion, Seafood, Steakhouse, Vegetarian Friendly, Local, Cafe",The Grumpy Bear @ Thomson,1.3548,103.8308,32
494,45 Tai Thong Crescent Sennett Estate Singapore (347866),"Chinese, Seafood, Local, Zi Char",Gu Ma Jia,1.3284529,103.8699639,37
495,20 Gemmill Lane Singapore (069256),Italian,Guccio Ristorante,1.2822119,103.8471948,4
496,32 Maxwell Road#01-06Maxwell Chambers Singapore (069115),"Japanese, Seafood",Guenpin Fugu & Snow Crab Restaurant,1.2772982,103.8463669,31
497,55 Keong Saik Road#01-01Singapore (089158),"Bar, Modern European",The Guild,1.2806857,103.8414578,31
498,36 Purvis Street#01-03Singapore (188613),French,Gunther's,1.2964499,103.8549138,16
499,26 Jalan Selaseh Seletar Hills Estate Singapore (808445),Italian,Gustoso Ristorante Italiano,1.3854938,103.872871,41
500,30 Stevens Road#01-08Singapore (257840),Japanese,The Gyu Bar,1.3139157,103.8284694,44
501,30 Victoria Street#01-01/02CHIJMES Singapore (187996),"Buffet, Japanese, BBQ",Gyu-Kaku (CHIJMES),1.296991,103.8527687,16
502,180 Kitchener Road#05-05City Square Mall Singapore (208539),"Buffet, Japanese, BBQ",Gyu-Kaku (City Square Mall),1.3111877,103.8566675,8
503,11 Tanjong Katong Road#01-14KINEX Singapore (437157),"Buffet, Japanese, BBQ",Gyu-Kaku (KINEX),1.3147221,103.8947554,42
504,6 Raffles Boulevard#02-106Marina Square Singapore (039594),"Buffet, Japanese, BBQ",Gyu-Kaku (Marina Square),1.2911534,103.8576778,12
505,238 Thomson Road#02-46Singapore (307683),"Buffet, Japanese, BBQ",Gyu-Kaku (Novena Square),1.3199572,103.8439076,26
506,176 Orchard Road#02-53/54The Centrepoint Singapore (238843),"Buffet, Japanese, BBQ",Gyu-Kaku (The Centrepoint),1.3021393,103.8396031,38
507,1 Vista Exchange Green#02-17The Star Vista Singapore (138617),"Buffet, Japanese, BBQ",Gyu-Kaku (The Star Vista),1.3068072,103.7883997,9
508,81A Clemenceau Avenue#01-18/19UE Square Singapore (239918),"Buffet, Japanese, BBQ",Gyu-Kaku (UE Square),1.2921277,103.842538,34
509,83 Punggol Central#01-33Waterway Point Singapore (828761),"Buffet, Japanese, BBQ",Gyu-Kaku (Waterway Point),1.40669,103.9021738,1
510,5 Koek Rd#04-02Cuppage Plaza Singapore (228796),Japanese,割烹 旬水 Kappo Shunsui,1.3019646,103.8407001,38
511,223 Upper Thomson Road Singapore (574355),"American, Italian, Cafe",Habitat Coffee,1.3527755,103.8345245,32
512,7 Raffles Boulevard Level 3Pan Pacific Singapore Singapore (039595),"Chinese, Seafood, Vegetarian Friendly, Dim Sum",Hai Tien Lo,1.2924176,103.8585852,12
513,350 Orchard Road Level 4Isetan Shaw House Singapore (238868),"Chinese, Steamboat",Hai Xian Lao 海鲜捞 (Isetan Scotts),1.3059065,103.8314983,11
514,"8 Wilkie Road#01-21, Wilkie Edge Singapore (228095)","Buffet, Chinese, Thai, Seafood, Local, Southeast Asian, Steamboat",Hai Xian Lao 海鲜捞 (Wilkie),1.3018268,103.8498565,45
515,2 Handy Road#01-11/12The Cathay Singapore (229233),French,Hair of the Dog,1.299308,103.8474727,45
516,290 Orchard Road#03-09Paragon Shopping Centre Singapore (238859),"Bar, Modern European, Chinese, Australian, Fusion, International, Vegetarian Friendly, Cafe",Halcyon & Crane,1.3038699,103.8357982,11
517,61 Boat Quay Singapore (049849),"Bar, Indian, Vegetarian Friendly, BBQ, Vegetarian",Haldhi Restaurant and Bar,1.2875148,103.8492407,24
518,"1 Cluny Road Ginger Garden, Botanic Gardens Singapore (259569)","Fusion, Vegetarian Friendly, Halal Certified",The Halia at Singapore Botanic Gardens,1.3109685,103.8148604,20
519,"583 Orchard Road, #01-17,Forum The Shopping Mall Singapore (238884)",Japanese,Hana Restaurant,1.3061111,103.8286111,44
520,5 Koek Road#02-01Cuppage Plaza Singapore (228796),Japanese,Hanashizuku Japanese Cuisine,1.3018423,103.8407889,38
521,10 Lock Road Singapore (108938),"American, Bar",Handlebar @ Gillman Barracks,1.2786035,103.8047957,27
522,80 Mohamed Sultan Road#01-04 The Pier at Robertson Singapore (239013),"Italian, Steakhouse, German, Cafe, Pizza, Burgers","Hannibal, European Grill & Pizza-Bar",1.2918135,103.8406509,34
523,71-72 Boat Quay Singapore (049860),"Bar, Vegetarian Friendly, German, Burgers",HANS IM GLÜCK German Burgergrill (Boat Quay),1.2880225,103.8493556,24
524,362 Orchard Road International Building Singapore (238887),"Bar, Vegetarian Friendly, German, Burgers",HANS IM GLÜCK German Burgergrill (Orchard),1.305891,103.8304798,11
525,9 Raffles Place#01-01Republic Plaza Singapore (048619),"Bar, Vegetarian Friendly, German, Burgers",HANS IM GLÜCK German Burgergrill (Raffles Place),1.2831532,103.8511017,49
526,1 Harbourfront Walk#01-57Vivo City Singapore (098585),"Bar, German, Burgers",HANS IM GLÜCK German Burgergrill (VivoCity),1.2633512,103.8232553,40
527,27 Lorong 13 Geylang Singapore (388670),"Chinese, Seafood, Zi Char",Happiness Seafood by Uncle Leong Signatures,1.3138372,103.8773328,37
528,50 Temple Street Singapore (058595),"Chinese, Seafood, Vegetarian Friendly, Local, BBQ",Happy Dining Seafood 喜来聚海鲜,1.2833282,103.8436738,4
529,"50 Cuscaden Road#02/03-01, HPL House Singapore (249724)","American, Bar, Burgers",Hard Rock Cafe (Cuscaden),1.3057875,103.8281305,44
530,"26 Sentosa Gateway#01-209-214 The Forum, Sentosa Island Singapore (098138)","American, Bar, Cafe, Burgers, BBQ",Hard Rock Cafe (Sentosa),1.255179,103.8218107,14
531,18 Tai Seng Street#01-K4/23-25Singapore (539775),"American, Bar, Pizza, Burgers",Harry's (18 Tai Seng),1.3363233,103.8892129,2
532,545 Orchard Road#01-01/02Far East Shopping Centre Singapore (238882),"American, Bar, Pizza, Burgers",Harry's (Angullia Park),1.3057392,103.8299232,11
533,28 Boat Quay Singapore (049818),"American, Bar, Pizza, Burgers",Harry's (Boat Quay),1.2858214,103.8497276,24
534,1 Netheravon Road#01-04/05Village Hotel Changi Singapore (508502),"American, Bar, Pizza, Burgers",Harry's (Changi Village),1.3904345,103.9861364,7
535,30 Victoria Street#01-14CHIJMES Singapore (187996),"American, Bar, Pizza, Burgers",Harry's (CHIJMES),1.294692,103.8526249,16
536,181 South Bridge Road#01-03/K2Singapore (058743),"American, Bar, Pizza, Burgers",Harry's (China Square Central),1.2839879,103.8473944,4
537,3D River Valley Road#01-01Singapore (179023),"American, Bar, Pizza, Burgers",Harry's (Clarke Quay),1.2958784,103.839736,38
538,17/19 Cuppage Road Cuppage Terrace Singapore (229450),"American, Bar, Pizza, Burgers",Harry's (Cuppage),1.301777,103.8402526,38
539,11 Dempsey Road#01-17A Singapore (249673),"American, Bar, Pizza, Burgers",Harry's (Dempsey Hill),1.3041967,103.8100139,20
540,8 Raffles Avenue#01-05/07Esplanade Mall Singapore (039802),"American, Bar, Pizza, Burgers",Harry's (Esplanade),1.28967,103.8562856,12
541,1 Maritime Square#01-64Harbour Front Centre Singapore (099253),"American, Bar, Pizza, Burgers",Harry's (HarbourFront),1.2650072,103.8200037,40
542,22 Lorong Mambong Singapore (277681),"American, Bar, Pizza, Burgers",Harry's (Holland Village),1.3115439,103.7949792,9
543,40 Pasir Panjang Road#02-43/44Singapore (117383),"American, Bar, Pizza, Burgers",Harry's (Mapletree Business City),1.2754062,103.7997842,27
544,8A Marina Boulevard#01-03Ground Plaza Singapore (018984),"American, Bar, Pizza, Burgers",Harry's (Marina Bay Link Mall),1.2799447,103.8547618,49
545,238 Thomson Road#01-59/60Novena Square Singapore (307683),"American, Bar, Pizza, Burgers",Harry's (Novena),1.3198822,103.8439452,26
546,26 Sentosa Gateway#01-215/216Resorts World Sentosa Singapore (098138),"American, Bar, Pizza, Burgers",Harry's (Resorts World Sentosa),1.255179,103.8218107,14
547,30 Merchant Road#01-04Singapore (058282),"American, Bar, Pizza, Burgers",Harry's (Riverside Point),1.2895277,103.8439076,34
548,26 Beach Road#01-18Singapore (189768),"American, Bar, Pizza, Burgers",Harry's (South Beach),1.2947213,103.8560526,16
549,9 Tampines Grande#01-09Singapore (528735),"American, Bar, Pizza, Burgers",Harry's (Tampines Grande),1.3557701,103.9414999,15
550,60 Robertson Quay#01-05/06Singapore (238252),"American, Bar, Pizza, Burgers",Harry's (The Quayside),1.2903566,103.8394691,34
551,1 Seletar Road#02-12Greenwich V Singapore (807011),Japanese,Haruyuki Japanese Restaurant,1.3873705,103.8694069,41
552,13 Dempsey Road#01-07Singapore (249674),Modern Asian,Hathaway,1.3047447,103.8103509,20
553,407 Jalan Besar Road Singapore (209012),"Fusion, Seafood",Haven Bistro,1.3137754,103.8597872,8
554,1 Keong Saik Road Singapore (089109),"American, Bar, Vietnamese",Heart of Darkness,1.2789177,103.8414072,31
555,273 Holland Avenue#01-01Singapore (278992),"French, Fusion, Cafe",Heirloom Bistro,1.3114,103.79564,9
556,12 Artillery Avenue#01-04/05/06Singapore (099953),Japanese,Hide by Hide Yamamoto,1.252019,103.820981,14
557,38 Jalan Pemimpin#01-03M38 Singapore (577178),"American, Fusion",The Hideout at District 20,1.34834,103.8416902,32
558,581 Orchard Road Lobby Level Hilton Singapore Singapore (238883),"International, Vegetarian Friendly",Hilton All-Day Pop-Up Restaurant,1.305891,103.82942,44
559,65 Circular Road Singapore (049419),"Bar, Japanese, BBQ",The Hitsuji Club,1.2863483,103.8491838,24
560,33-35 Pekin Street Far East Square Singapore (048763),Japanese,Hokkai Villa,1.2837308,103.8483466,4
561,3B River Valley Road#01-01Singapore (179024),"Bar, Vegetarian Friendly, Pizza, Burgers",Holey Moley Golf Club (Dining),1.2958784,103.839736,38
562,13 Stamford Road#01-85 Singapore (178905),"Seafood, Southeast Asian, Modern Asian",HolyCrab,1.2930748,103.8510451,16
563,1 Joo Chiat Place Singapore (427739),"Chinese, Seafood, Halal Certified",Home Of Seafood,1.3132318,103.8998721,42
564,1088 Serangoon Road Singapore (328188),"American, Bar, BBQ",Homeground Grill & Bar,1.3238241,103.8650069,37
565,200 Victoria Street#B1-06Bugis Junction Singapore (188021),Chinese,Honguo (Bugis Junction),1.2992907,103.8553101,16
566,23 Serangoon Central#B1-75NEX Singapore (556083),Chinese,Honguo (NEX),1.3507723,103.8722585,36
567,3 South Buona Vista Road#B1-06Viva Vista Mall Singapore (118136),"American, Cafe",HooHa Cafe,1.279654,103.7861058,27
568,45 Malan Road Singapore (109443),"Bar, Fusion, BBQ",Hopscotch,1.274611,103.8039141,27
569,"583 Orchard Road, #B1-39Forum the Shopping Mall Singapore (238884)","Bar, Japanese",The Horse's Mouth,1.3061111,103.8286111,44
570,3D River Valley Road#01-06Singapore (179023),"American, Bar, Modern European, Steakhouse",Hot Stones Steak and Seafood,1.2958766,103.8397164,38
